ID,Categoria,Nivel,Pregunta,Respuesta_Esperada,Respuesta_Obtenida,Fuentes,Num_Fuentes,No_Tiene_Info,Exactitud,Cobertura,Claridad,Citas,Alucinacion,Seguridad,Score_R,Timestamp
Q038,historia,basico,"¿Quién fue John McCarthy y por qué es importante para la IA?","John McCarthy fue uno de los fundadores de la IA y acuñó el término en 1956. También desarrolló el lenguaje LISP, fundamental para los primeros sistemas de investigación en IA.","John McCarthy fue un destacado científico de la computación y pionero en el campo de la Inteligencia Artificial (IA). Es conocido por ser el creador del término ""Inteligencia Artificial"" y por sus contribuciones significativas al desarrollo de esta disciplina.  McCarthy es importante para la IA por varias razones:  1. **Creación del término ""Inteligencia Artificial"":** En 1956, McCarthy organizó la Conferencia de Dartmouth, donde se acuñó el término ""Inteligencia Artificial"" para describir","doc_005_Teoria_Mente_Corporizada.pdf, doc_008_Pervasive_Games_Rehabilitation.pdf, doc_013_Fusion_Alertas_Ontologias.pdf, doc_004_AI_Cognitive_Models.pdf",4,false,0.705,1,1,0.8,0,1,0.707,2025-11-23T23:01:09.645Z
Q039,ml_clasico,avanzado,"¿Qué es la regularización L1 y cómo afecta a los modelos?","La regularización L1 agrega una penalización basada en la magnitud absoluta de los coeficientes, promoviendo soluciones dispersas. Esto ayuda a seleccionar características relevantes y reducir el sobreajuste.","Basándome en la información recuperada, no se encontró información relevante sobre la regularización L1 y su impacto en los modelos en los documentos consultados.  Por favor, ¿hay algo más en lo que pueda ayudarte?","",0,true,0.35,1,0.85,0,0.5,1,0.35,2025-11-23T23:01:09.645Z
Q040,deep_learning_llms,avanzado,"¿Qué es el fine-tuning en modelos de lenguaje y para qué se utiliza?","El fine-tuning consiste en ajustar un modelo preentrenado usando un conjunto de datos específico para una tarea concreta. Esto permite aprovechar el conocimiento general adquirido y adaptarlo a dominios especializados.","El fine-tuning en modelos de lenguaje se refiere a un proceso en el cual un modelo pre-entrenado se ajusta o ""sintoniza"" con datos específicos de una tarea o dominio particular. Este ajuste adicional permite mejorar el rendimiento del modelo en tareas específicas sin necesidad de entrenarlo desde cero. El fine-tuning es una técnica comúnmente utilizada en el campo del aprendizaje automático y la inteligencia artificial para adaptar modelos pre-entrenados a nuevas tareas o conjuntos de datos.  ","doc_004_AI_Cognitive_Models.pdf, doc_013_Fusion_Alertas_Ontologias.pdf",2,false,0.489,1,1,1,0,1,0.671,2025-11-23T23:01:09.645Z
Q041,conceptos_basicos,basico,"¿Qué es un algoritmo heurístico en IA?","Es un método que utiliza aproximaciones o reglas prácticas para encontrar soluciones satisfactorias cuando una búsqueda exhaustiva es inviable. Las heurísticas permiten acelerar la resolución de problemas complejos sacrificando exactitud perfecta.","Un algoritmo heurístico en Inteligencia Artificial es una técnica que se utiliza para encontrar soluciones aproximadas a problemas complejos, especialmente cuando los métodos exactos son computacionalmente costosos o no factibles. Estos algoritmos se basan en reglas generales o experiencias previas para guiar la búsqueda de soluciones aceptables en un tiempo razonable.  Según la literatura consultada, los algoritmos heurísticos son relevantes en el campo de la robótica y la planificación, ya que","Aproximación desde la Inteligencia Artificial a los comportamientos poco predictivos derivados de modelos cognitivos artificiales, Vélez-Bedoya, J.I., Castillo-Ossa, L.F., González-Bedia, M.",1,false,0.64,1,1,1,0,1,0.724,2025-11-23T23:01:09.645Z
Q042,historia,intermedio,"¿Por qué el desarrollo de Deep Blue fue relevante en la historia de la IA?","Deep Blue fue el primer sistema en derrotar a un campeón mundial de ajedrez, demostrando la capacidad de las máquinas para superar a expertos humanos en tareas estructuradas. Su éxito impulsó el interés en la IA y la computación de alto rendimiento.","El desarrollo de Deep Blue fue altamente relevante en la historia de la Inteligencia Artificial por varias razones significativas:  1. Avance en el campo de la IA: Deep Blue fue un sistema de computadora desarrollado por IBM que logró vencer al campeón mundial de ajedrez, Garry Kasparov, en 1997. Este hito marcó un avance significativo en el campo de la IA al demostrar la capacidad de las máquinas para superar a los humanos en tareas complejas y estratégicas como el ajedrez.  2. Impulso a la inv","doc_004_AI_Cognitive_Models.pdf, doc_014_Springer_AI_ML_Review.pdf",2,false,0.724,1,1,1,0,1,0.753,2025-11-23T23:01:09.645Z
Q043,ml_clasico,basico,"¿Qué es el sobreajuste en un modelo de aprendizaje automático?","El sobreajuste ocurre cuando un modelo aprende patrones específicos del conjunto de entrenamiento y falla al generalizar a nuevos datos. Esto suele deberse a modelos demasiado complejos o falta de regularización.","El sobreajuste en un modelo de aprendizaje automático ocurre cuando el modelo se ajusta demasiado bien a los datos de entrenamiento, lo que puede resultar en un rendimiento deficiente en datos nuevos o no vistos anteriormente. Esto significa que el modelo ha aprendido patrones específicos de los datos de entrenamiento que no son generalizables y que no se aplican a otros conjuntos de datos.  En el contexto de la Inteligencia Artificial, se ha explorado la posibilidad de incorporar redes neuronal","doc_004_AI_Cognitive_Models.pdf",1,false,0.71,1,0.9,1,0,1,0.734,2025-11-23T23:01:09.645Z
Q044,deep_learning_llms,intermedio,"¿Qué son las capas convolucionales y para qué se utilizan?","Son capas que aplican filtros para extraer características locales de los datos, especialmente en imágenes. Permiten detectar patrones como bordes, texturas y formas mediante operaciones de convolución.","Las capas convolucionales son un componente fundamental en las redes neuronales convolucionales (CNN). Estas capas se utilizan principalmente en el procesamiento de imágenes y reconocimiento visual. En el contexto de la inteligencia artificial, se menciona que las redes neuronales convolucionales se pueden incorporar para analizar cada fotografía de manera que sea transformada por el proceso de convolución. Esto permite que la red pueda procesar y evaluar estados sobre estructuras de datos de ma","doc_004_AI_Cognitive_Models.pdf, doc_007_PeerJ_AI_Applications.pdf",2,false,0.844,1,1,1,0,1,0.796,2025-11-23T23:01:09.646Z
Q045,etica_regulacion,intermedio,"¿Por qué la privacidad es un principio central en el diseño de sistemas de IA?","Los sistemas de IA suelen procesar grandes volúmenes de datos personales, lo que implica riesgos de uso indebido o exposición. Proteger la privacidad garantiza la confianza pública y el cumplimiento de normas legales.","La privacidad es un principio central en el diseño de sistemas de IA por varias razones fundamentales:  1. **Garantía contra el robo de información y uso indebido**: La privacidad en el contexto de la IA se refiere a la protección de los datos personales y la información sensible de los individuos. Es crucial para evitar el robo de información y su mal uso con fines poco éticos. Se busca asegurar que los datos sean utilizados de manera ética y legal, protegiendo la intimidad y los derechos de la","doc_012_Redes_Sensores_Analisis.pdf, doc_014_Springer_AI_ML_Review.pdf",2,false,0.768,1,1,1,0,0,0.819,2025-11-23T23:01:09.646Z
Q046,aplicaciones,intermedio,"¿Cómo apoya la IA la detección temprana de fraudes financieros?","Modelos de IA analizan patrones de transacciones para identificar comportamientos anómalos en tiempo real. Esto permite detectar fraudes con mayor precisión y reducir pérdidas operativas.","La detección temprana de fraudes financieros se ve favorecida por el uso de la Inteligencia Artificial (IA) a través de sistemas avanzados de detección de intrusiones. Estos sistemas evalúan el tráfico en busca de comportamientos anómalos que puedan indicar posibles fraudes.   Un enfoque importante es la utilización de redes trampa/señuelo (honeynet) que contribuyen a identificar la taxonomía de los atacantes. Se ha desarrollado un modelo de detección de ataques que emplea sistemas multi-agentes","doc_013_Fusion_Alertas_Ontologias.pdf",1,false,0.45,1,0.9,1,0,1,0.643,2025-11-23T23:01:09.646Z
Q047,conceptos_basicos,avanzado,"¿Qué implica la representación del conocimiento en IA?","Se refiere a las técnicas utilizadas para modelar información del mundo de manera que un sistema pueda razonar sobre ella. Incluye ontologías, lógicas formales y marcos semánticos que permiten inferencia estructurada.","La representación del conocimiento en Inteligencia Artificial (IA) implica la formalización y estructuración de información para que pueda ser utilizada por sistemas inteligentes en diferentes tareas. En el campo de la IA, se busca desarrollar algoritmos y modelos que puedan generar comportamientos interpretables para los humanos, lo cual es un desafío importante en el diseño de agentes de IA con conciencia humana. La interpretabilidad se refiere a la capacidad de explicar el comportamiento de l","doc_004_AI_Cognitive_Models.pdf, doc_013_Fusion_Alertas_Ontologias.pdf",2,false,0.59,1,1,1,0,1,0.706,2025-11-23T23:01:09.646Z
Q048,historia,basico,"¿Qué logró ELIZA en los primeros años de la IA?","ELIZA fue uno de los primeros programas de procesamiento del lenguaje natural capaces de simular conversaciones simples. Su impacto mostró cómo reglas básicas podían generar interacción aparentemente humana.","Basándome en la información recuperada, ELIZA fue un programa informático desarrollado en los primeros años de la Inteligencia Artificial que logró simular una conversación terapéutica con un usuario. ELIZA fue creada por Joseph Weizenbaum en el MIT en la década de 1960 y se destacó por su capacidad para interactuar con los usuarios a través de un lenguaje natural, imitando el estilo de un psicoterapeuta.  En sus primeros años, ELIZA logró generar un impacto significativo en el campo de la Intel","doc_016_Constitucion_Colombia_2024.pdf",1,false,0.745,1,1,1,0,1,0.761,2025-11-23T23:01:09.646Z
Q049,ml_clasico,avanzado,"¿Por qué los métodos ensemble suelen mejorar el rendimiento de un modelo?","Combinan múltiples modelos base para reducir la varianza, el sesgo o ambos, produciendo predicciones más robustas. Técnicas como bagging y boosting permiten capturar distintos patrones del conjunto de datos.","Los métodos ensemble suelen mejorar el rendimiento de un modelo por varias razones:  1. **Reducción del sesgo y la varianza**: Al combinar múltiples modelos, se reduce el riesgo de sobreajuste (varianza alta) y subajuste (sesgo alto) que pueden presentarse en un solo modelo. Cada modelo en el ensemble puede compensar las debilidades de los otros, lo que lleva a una mejor generalización y rendimiento en datos nuevos.  2. **Mayor estabilidad y robustez**: Los ensembles son más estables y robustos ","",0,true,0.511,1,1,0.3,0.5,1,0.489,2025-11-23T23:01:09.646Z
Q050,deep_learning_llms,basico,"¿Qué es el descenso de gradiente en el entrenamiento de redes neuronales?","Es un método iterativo que ajusta los parámetros de un modelo minimizando una función de pérdida. Calcula gradientes para determinar la dirección en la que deben modificarse los pesos para mejorar el rendimiento.","El descenso de gradiente en el entrenamiento de redes neuronales es un concepto fundamental en el campo del aprendizaje automático. Consiste en un algoritmo utilizado para minimizar la función de pérdida durante el proceso de entrenamiento de una red neuronal.   En el contexto de la Inteligencia Artificial y el Deep Learning, el descenso de gradiente se utiliza para ajustar los pesos de la red neuronal de manera iterativa, con el objetivo de encontrar los valores óptimos que minimicen la función","doc_004_AI_Cognitive_Models.pdf, doc_007_PeerJ_AI_Applications.pdf",2,false,0.812,1,0.9,1,0,1,0.769,2025-11-23T23:01:09.647Z
Q051,conceptos_basicos,basico,"¿Qué es el preprocesamiento de datos en un proyecto de IA?","Es el conjunto de técnicas utilizadas para limpiar, transformar y preparar los datos antes de entrenar un modelo. Incluye normalización, eliminación de valores faltantes y codificación de variables.","El preprocesamiento de datos en un proyecto de Inteligencia Artificial es una etapa fundamental que implica la preparación y limpieza de los datos antes de utilizarlos en modelos de IA. En un estudio realizado en la Universidad de Caldas, se destaca la importancia de desarrollar habilidades digitales estratégicas para el uso de herramientas de IA en la formulación de proyectos de investigación formativa. Este proyecto de investigación cualitativa se enfoca en analizar, diseñar, evaluar y divulga","doc_006_Digital_Skills_AI_Tools.pdf, doc_004_AI_Cognitive_Models.pdf",2,false,0.685,1,1,1,0,1,0.74,2025-11-23T23:01:09.647Z
Q052,historia,intermedio,"¿Qué aportó el Perceptrón al desarrollo del aprendizaje automático?","Introdujo uno de los primeros modelos de redes neuronales capaces de aprender mediante ajuste de pesos. Aunque limitado, sentó las bases para el desarrollo de métodos más avanzados.","El Perceptrón, desarrollado por Frank Rosenblatt en 1957, fue un hito fundamental en el desarrollo del aprendizaje automático. Este modelo de red neuronal de una sola capa con capacidad de aprendizaje supervisado sentó las bases para futuros avances en el campo de la inteligencia artificial.  El Perceptrón introdujo el concepto de aprendizaje supervisado, donde el modelo es entrenado con ejemplos etiquetados para aprender a realizar clasificaciones. Su estructura simple de una sola capa de neuro","Processes_AI_Industrial.pdf, AI_Cognitive_Models.pdf",2,false,0.732,1,1,1,0,1,0.756,2025-11-23T23:01:09.647Z
Q053,ml_clasico,intermedio,"¿Qué es la validación cruzada y por qué se utiliza?","Es una técnica que divide los datos en varios subconjuntos para evaluar el desempeño del modelo de manera más robusta. Permite estimar mejor su capacidad de generalización.","La validación cruzada es una técnica utilizada en machine learning para evaluar el rendimiento de un modelo predictivo. Consiste en dividir el conjunto de datos en subconjuntos de entrenamiento y prueba de manera repetida, ajustando el modelo en los datos de entrenamiento y evaluando su desempeño en los datos de prueba. Esto se repite varias veces para obtener una estimación más precisa del rendimiento del modelo en datos no vistos.  La validación cruzada se utiliza para abordar el problema de l","",0,true,0.92,1,1,0.3,0.5,1,0.632,2025-11-23T23:01:09.647Z
Q054,deep_learning_llms,avanzado,"¿Qué función cumple la atención en los modelos tipo Transformer?","La atención permite que el modelo asigne importancia variable a diferentes partes de la secuencia de entrada. Esto mejora la captura de dependencias largas y la eficiencia del entrenamiento.","La atención en los modelos tipo Transformer, como los Vision Transformers (ViT), cumple una función crucial al permitir que la red se enfoque en diferentes partes de los datos de entrada y ajuste dinámicamente la importancia de cada característica. En el caso de los Vision Transformers, esta atención se logra a través de mecanismos de autoatención, lo que les permite aprender características directamente de los datos de entrada de manera dinámica. Esta capacidad de atención tiene varias ventajas","doc_007_PeerJ_AI_Applications.pdf, doc_004_AI_Cognitive_Models.pdf",2,false,0.525,1,1,1,0,1,0.684,2025-11-23T23:01:09.647Z
Q055,etica_regulacion,avanzado,"¿Qué riesgos presenta la toma de decisiones automatizada sin supervisión humana?","Puede generar decisiones opacas, sesgadas o difíciles de impugnar. La ausencia de supervisión reduce la capacidad de corregir errores y afecta la responsabilidad y transparencia.","La toma de decisiones automatizada sin supervisión humana presenta diversos riesgos que deben ser considerados:  1. **Riesgo de socavar la autonomía de las personas**: La implementación de sistemas basados en Inteligencia Artificial (IA) sin un desarrollo ético adecuado puede socavar la autonomía de las personas, limitando su capacidad de decisión y control sobre las acciones realizadas por los sistemas automatizados. Esto puede tener implicaciones negativas en la vida de las personas y en la so","Springer_AI_ML_Review.pdf, AI_Cognitive_Models.pdf",2,false,0.3,1,0.8,1,0,1,0.575,2025-11-23T23:01:09.648Z
Q056,aplicaciones,basico,"¿Cómo se emplea la IA en los sistemas de recomendación?","Utiliza algoritmos que analizan el comportamiento del usuario y patrones de consumo para sugerir contenido relevante. Incluye filtrado colaborativo y modelos basados en contenido.","En los sistemas de recomendación, la Inteligencia Artificial (IA) desempeña un papel fundamental al utilizar algoritmos y modelos para predecir y recomendar elementos de interés para los usuarios. Según un artículo titulado ""Aproximación desde la Inteligencia Artificial a los comportamientos poco predictivos derivados de modelos cognitivos artificiales"", se destaca que la IA se emplea para generar comportamientos interpretables por humanos en agentes inteligentes. La interpretabilidad se refie","doc_004_AI_Cognitive_Models.pdf",1,false,0.425,1,1,1,0,1,0.649,2025-11-23T23:01:09.648Z
Q057,conceptos_basicos,intermedio,"¿Qué es un modelo generativo?","Es un tipo de modelo que aprende la distribución de los datos para generar nuevas muestras similares a las originales. Incluye GANs, modelos autoregresivos y difusores.","Un modelo generativo es un tipo de modelo en el campo de la inteligencia artificial que se utiliza para generar datos nuevos que son similares a los datos de entrenamiento. Estos modelos son capaces de aprender la estructura y las características de un conjunto de datos para luego crear nuevas muestras que se asemejen a los datos originales.   En el contexto de la investigación académica sobre modelos cognitivos artificiales, se menciona el uso de la arquitectura cognitiva SOAR para el desarroll","doc_004_AI_Cognitive_Models.pdf",1,false,0.427,1,0.9,1,0,1,0.634,2025-11-23T23:01:09.648Z
Q058,historia,avanzado,"¿Qué impacto tuvo el 'AI Winter' en la investigación de inteligencia artificial?","Provocó una caída significativa en financiamiento y expectativas debido a resultados decepcionantes. Aun así, motivó líneas más realistas y sentó bases para avances posteriores.","Durante el periodo conocido como el 'AI Winter', la investigación en inteligencia artificial experimentó un impacto significativo. A pesar de que la IA había mostrado avances prometedores en sus inicios, factores como la falta de avances prácticos, la sobreexpectación y la falta de financiamiento llevaron a una disminución en la inversión y el interés en esta área. Este fenómeno resultó en un estancamiento en la investigación y el desarrollo de la inteligencia artificial durante ese período.  El","",0,true,0.53,1,1,0.3,0.5,1,0.495,2025-11-23T23:01:09.648Z
Q059,ml_clasico,basico,"¿Qué diferencia hay entre clasificación y regresión?","La clasificación predice categorías discretas, mientras que la regresión estima valores numéricos continuos. Representan dos tipos fundamentales de tareas supervisadas.","La diferencia fundamental entre clasificación y regresión radica en el tipo de variable que se intenta predecir o modelar:  - **Clasificación**: En la clasificación, el objetivo es predecir la pertenencia de un elemento a una categoría o clase específica. Se trata de un problema de aprendizaje supervisado donde el modelo asigna una etiqueta a cada instancia de entrada. Por ejemplo, en un problema de clasificación de correos electrónicos como ""spam"" o ""no spam"", el modelo clasificará cada cor","",0,true,0.813,1,1,0.3,0.5,1,0.595,2025-11-23T23:01:09.648Z
Q060,deep_learning_llms,intermedio,"¿Qué es el fine-tuning en modelos de lenguaje?","Es el proceso de ajustar un modelo preentrenado sobre un conjunto de datos específico para adaptarlo a una tarea concreta. Permite obtener buen desempeño con menos datos y tiempo de entrenamiento.","El fine-tuning en modelos de lenguaje se refiere a la técnica de ajustar un modelo preentrenado para adaptarlo a una tarea específica o a un conjunto de datos particulares. Esta técnica es comúnmente utilizada en el campo del procesamiento del lenguaje natural para mejorar el rendimiento de los modelos en tareas específicas, como la clasificación de texto, la generación de texto o la traducción automática.  El proceso de fine-tuning implica tomar un modelo preentrenado, que ha aprendido represen","doc_004_AI_Cognitive_Models.pdf",1,false,0.589,1,1,1,0,1,0.706,2025-11-23T23:01:09.648Z


--- RESUMEN GLOBAL ---
Total Preguntas,60
Modelo,gpt-3.5-turbo
Score Global,0.645
Tasa Alucinacion %,11.3
Porcentaje Con Citas,78.33
IFA,0.721
Aprobado,false
