ID,Categoria,Nivel,Pregunta,Respuesta_Esperada,Respuesta_Obtenida,Fuentes,Num_Fuentes,No_Tiene_Info,Exactitud,Cobertura,Claridad,Citas,Alucinacion,Seguridad,Score_R,Timestamp
Q039,ml_clasico,avanzado,"¿Qué es la regularización L1 y cómo afecta a los modelos?","La regularización L1 agrega una penalización basada en la magnitud absoluta de los coeficientes, promoviendo soluciones dispersas. Esto ayuda a seleccionar características relevantes y reducir el sobreajuste.","La regularización L1, también conocida como regularización de Lasso (Least Absolute Shrinkage and Selection Operator), es una técnica utilizada en machine learning para evitar el sobreajuste de los modelos al penalizar los coeficientes de las características menos importantes, llevándolos a cero. En términos simples, la regularización L1 agrega un término a la función de costo del modelo que es proporcional a la suma de los valores absolutos de los coeficientes de las características.  Al aplica","",0,true,0.625,1,0.65,0,0.5,1,0.416,2025-12-03T02:22:44.640Z
Q040,deep_learning_llms,avanzado,"¿Qué es el fine-tuning en modelos de lenguaje y para qué se utiliza?","El fine-tuning consiste en ajustar un modelo preentrenado usando un conjunto de datos específico para una tarea concreta. Esto permite aprovechar el conocimiento general adquirido y adaptarlo a dominios especializados.","El fine-tuning en modelos de lenguaje se refiere a un proceso en el que un modelo pre-entrenado se ajusta o ""sintoniza"" para adaptarse a una tarea específica o a un conjunto de datos específico. Este enfoque es comúnmente utilizado en el campo del aprendizaje automático y la inteligencia artificial para mejorar el rendimiento de un modelo en una tarea particular sin necesidad de entrenarlo desde cero.  Durante el fine-tuning, un modelo pre-entrenado, como BERT o GPT, se ajusta mediante el entr","",0,true,0.382,1,0.85,0,0.5,1,0.361,2025-12-03T02:22:44.640Z
Q041,conceptos_basicos,basico,"¿Qué es un algoritmo heurístico en IA?","Es un método que utiliza aproximaciones o reglas prácticas para encontrar soluciones satisfactorias cuando una búsqueda exhaustiva es inviable. Las heurísticas permiten acelerar la resolución de problemas complejos sacrificando exactitud perfecta.","Un algoritmo heurístico en Inteligencia Artificial es una técnica de resolución de problemas que se basa en reglas generales o métodos aproximados para encontrar soluciones, en lugar de seguir un proceso determinístico y exacto. Estos algoritmos son utilizados cuando la complejidad de un problema dificulta encontrar una solución óptima en un tiempo razonable.  Los algoritmos heurísticos son especialmente útiles en situaciones donde no es posible aplicar métodos exactos debido a la cantidad de da","",0,true,0.321,1,0.85,0,0.5,1,0.34,2025-12-03T02:22:44.640Z
Q042,historia,intermedio,"¿Por qué el desarrollo de Deep Blue fue relevante en la historia de la IA?","Deep Blue fue el primer sistema en derrotar a un campeón mundial de ajedrez, demostrando la capacidad de las máquinas para superar a expertos humanos en tareas estructuradas. Su éxito impulsó el interés en la IA y la computación de alto rendimiento.","El desarrollo de Deep Blue fue relevante en la historia de la Inteligencia Artificial (IA) por ser un hito significativo en el avance de la computación y la inteligencia artificial aplicada a juegos de estrategia. Deep Blue fue un superordenador desarrollado por IBM que ganó una partida de ajedrez contra el campeón mundial Garry Kasparov en 1997. Esta victoria marcó la primera vez que una máquina venció a un campeón mundial en un juego de ajedrez bajo condiciones de torneo estándar.  La relevanc","",0,true,0.703,1,0.85,0,0.5,1,0.473,2025-12-03T02:22:44.640Z
Q043,ml_clasico,basico,"¿Qué es el sobreajuste en un modelo de aprendizaje automático?","El sobreajuste ocurre cuando un modelo aprende patrones específicos del conjunto de entrenamiento y falla al generalizar a nuevos datos. Esto suele deberse a modelos demasiado complejos o falta de regularización.","El sobreajuste, también conocido como overfitting en inglés, es un fenómeno común en el aprendizaje automático donde un modelo se ajusta demasiado bien a los datos de entrenamiento. Esto significa que el modelo captura no solo el patrón subyacente en los datos, sino también el ruido aleatorio o las fluctuaciones irrelevantes que pueden estar presentes en el conjunto de entrenamiento. Como resultado, el modelo puede tener un rendimiento deficiente al generalizar con nuevos datos que no ha visto a","Introducción al Aprendizaje Automático, Universidad de Caldas",1,false,0.86,1,0.9,1,0,1,0.786,2025-12-03T02:22:44.640Z
Q044,deep_learning_llms,intermedio,"¿Qué son las capas convolucionales y para qué se utilizan?","Son capas que aplican filtros para extraer características locales de los datos, especialmente en imágenes. Permiten detectar patrones como bordes, texturas y formas mediante operaciones de convolución.","Las capas convolucionales son un componente fundamental en las redes neuronales convolucionales (CNN). Estas capas se utilizan para extraer características relevantes de los datos de entrada mediante la aplicación de filtros convolucionales. Cada filtro convolucional se desplaza a lo largo de la entrada y realiza operaciones de convolución para detectar patrones como bordes, texturas o formas en diferentes regiones de la imagen. Al combinar múltiples capas convolucionales en una CNN, se logra un","",0,true,0.933,1,0.85,0,0.5,1,0.554,2025-12-03T02:22:44.641Z
Q045,etica_regulacion,intermedio,"¿Por qué la privacidad es un principio central en el diseño de sistemas de IA?","Los sistemas de IA suelen procesar grandes volúmenes de datos personales, lo que implica riesgos de uso indebido o exposición. Proteger la privacidad garantiza la confianza pública y el cumplimiento de normas legales.","La privacidad es un principio central en el diseño de sistemas de Inteligencia Artificial (IA) debido a la importancia de proteger los datos personales y la información sensible de los individuos. En el contexto de la IA, los sistemas suelen procesar grandes cantidades de datos para aprender patrones y tomar decisiones automatizadas. Si no se garantiza la privacidad de estos datos, se corre el riesgo de violar la intimidad de las personas, exponer información confidencial y generar posibles disc","Privacy in Artificial Intelligence and Machine Learning",1,false,0.832,1,1,1,0,1,0.791,2025-12-03T02:22:44.641Z
Q046,aplicaciones,intermedio,"¿Cómo apoya la IA la detección temprana de fraudes financieros?","Modelos de IA analizan patrones de transacciones para identificar comportamientos anómalos en tiempo real. Esto permite detectar fraudes con mayor precisión y reducir pérdidas operativas.","La detección temprana de fraudes financieros se ve favorecida por la Inteligencia Artificial a través de sistemas avanzados de detección que utilizan técnicas como la fusión y correlación de alertas basadas en ontologías. Estos sistemas evalúan el tráfico en busca de comportamientos anómalos que puedan indicar posibles fraudes. La IA permite identificar patrones y secuencias de eventos que podrían pasar desapercibidos para los sistemas tradicionales de detección de fraudes.  Por ejemplo, se pued","doc_013_Fusion_Alertas_Ontologias.pdf",1,false,0.5,1,1,1,0,1,0.675,2025-12-03T02:22:44.641Z
Q047,conceptos_basicos,avanzado,"¿Qué implica la representación del conocimiento en IA?","Se refiere a las técnicas utilizadas para modelar información del mundo de manera que un sistema pueda razonar sobre ella. Incluye ontologías, lógicas formales y marcos semánticos que permiten inferencia estructurada.","La representación del conocimiento en Inteligencia Artificial (IA) es fundamental para que los sistemas puedan adquirir, almacenar y utilizar información de manera efectiva. Implica la creación de estructuras y formatos que permitan a las máquinas interpretar y manipular el conocimiento de manera similar a como lo haría un ser humano.   En IA, la representación del conocimiento puede implicar diferentes enfoques, como el uso de lenguajes formales, ontologías, redes semánticas, grafos, entre otro",""Knowledge Representation in Artificial Intelligence" - document.pdf",1,false,0.63,1,0.9,1,0,1,0.706,2025-12-03T02:22:44.641Z
Q048,historia,basico,"¿Qué logró ELIZA en los primeros años de la IA?","ELIZA fue uno de los primeros programas de procesamiento del lenguaje natural capaces de simular conversaciones simples. Su impacto mostró cómo reglas básicas podían generar interacción aparentemente humana.","En los primeros años de la Inteligencia Artificial, ELIZA fue un programa informático desarrollado por Joseph Weizenbaum en el Instituto Tecnológico de Massachusetts (MIT) en la década de 1960. ELIZA fue uno de los primeros programas de procesamiento del lenguaje natural y se destacó por simular una conversación terapéutica con los usuarios. Aunque ELIZA no tenía inteligencia ni comprensión real del lenguaje, logró sorprender a muchos usuarios al emular respuestas humanas de manera convincente. ","Documento sobre historia de la Inteligencia Artificial",1,false,0.532,1,1,1,0,1,0.686,2025-12-03T02:22:44.641Z
Q049,ml_clasico,avanzado,"¿Por qué los métodos ensemble suelen mejorar el rendimiento de un modelo?","Combinan múltiples modelos base para reducir la varianza, el sesgo o ambos, produciendo predicciones más robustas. Técnicas como bagging y boosting permiten capturar distintos patrones del conjunto de datos.","Los métodos ensemble suelen mejorar el rendimiento de un modelo debido a que combinan múltiples modelos base para obtener predicciones más precisas y robustas. Al combinar la predicción de varios modelos, se aprovecha la diversidad de enfoques y la capacidad de cada modelo para capturar diferentes aspectos de los datos. Esto ayuda a reducir el sesgo y la varianza del modelo, lo que puede conducir a una mejora en la generalización y la capacidad predictiva.  Por ejemplo, en el caso del **Random F","",0,true,0.724,1,0.85,0,0.5,1,0.481,2025-12-03T02:22:44.641Z
Q050,deep_learning_llms,basico,"¿Qué es el descenso de gradiente en el entrenamiento de redes neuronales?","Es un método iterativo que ajusta los parámetros de un modelo minimizando una función de pérdida. Calcula gradientes para determinar la dirección en la que deben modificarse los pesos para mejorar el rendimiento.","El descenso de gradiente es un algoritmo fundamental en el entrenamiento de redes neuronales en el campo del machine learning. Consiste en un método de optimización utilizado para minimizar la función de pérdida de la red neuronal ajustando los pesos de las conexiones entre las neuronas. El objetivo es encontrar los valores óptimos de los pesos que permitan a la red neuronal hacer predicciones precisas.  Durante el proceso de entrenamiento de una red neuronal, el descenso de gradiente calcula la","",0,true,0.835,1,0.9,0.3,0.5,1,0.587,2025-12-03T02:22:44.641Z
Q051,conceptos_basicos,basico,"¿Qué es el preprocesamiento de datos en un proyecto de IA?","Es el conjunto de técnicas utilizadas para limpiar, transformar y preparar los datos antes de entrenar un modelo. Incluye normalización, eliminación de valores faltantes y codificación de variables.","El preprocesamiento de datos en un proyecto de Inteligencia Artificial (IA) es una etapa crucial que implica la preparación y limpieza de los datos antes de utilizarlos para entrenar un modelo de machine learning. Consiste en una serie de técnicas y operaciones que se aplican a los datos brutos con el objetivo de hacerlos aptos para el análisis y la modelización.   Durante el preprocesamiento de datos, se realizan varias tareas como la eliminación de valores atípicos, la normalización de datos, ","",0,true,0.779,1,0.75,0,0.5,1,0.485,2025-12-03T02:22:44.641Z
Q052,historia,intermedio,"¿Qué aportó el Perceptrón al desarrollo del aprendizaje automático?","Introdujo uno de los primeros modelos de redes neuronales capaces de aprender mediante ajuste de pesos. Aunque limitado, sentó las bases para el desarrollo de métodos más avanzados.","El Perceptrón, propuesto por Frank Rosenblatt en 1957, fue un hito importante en el desarrollo del aprendizaje automático. Este modelo de red neuronal de una sola capa fue uno de los primeros en demostrar la capacidad de aprender de manera automática a partir de ejemplos. El Perceptrón es un clasificador lineal que puede aprender a separar dos clases de datos utilizando una función de activación basada en una combinación lineal de las entradas.  El aporte principal del Perceptrón fue sentar las ","",0,true,0.638,1,0.85,0,0.5,1,0.451,2025-12-03T02:22:44.641Z
Q053,ml_clasico,intermedio,"¿Qué es la validación cruzada y por qué se utiliza?","Es una técnica que divide los datos en varios subconjuntos para evaluar el desempeño del modelo de manera más robusta. Permite estimar mejor su capacidad de generalización.","La validación cruzada es una técnica utilizada en machine learning para evaluar el rendimiento de un modelo predictivo. Consiste en dividir el conjunto de datos en subconjuntos de entrenamiento y prueba de manera repetida, ajustando el modelo en los datos de entrenamiento y evaluándolo en los datos de prueba. Esto se hace varias veces con diferentes particiones de los datos, y al final se promedian los resultados para obtener una estimación más precisa del rendimiento del modelo.  La validación ","Documento de investigación sobre validación cruzada en machine learning",1,false,0.717,1,1,1,0,1,0.751,2025-12-03T02:22:44.642Z
Q054,deep_learning_llms,avanzado,"¿Qué función cumple la atención en los modelos tipo Transformer?","La atención permite que el modelo asigne importancia variable a diferentes partes de la secuencia de entrada. Esto mejora la captura de dependencias largas y la eficiencia del entrenamiento.","La atención en los modelos tipo Transformer, como los Vision Transformers (ViT), cumple una función crucial al permitir que la red se enfoque en diferentes partes de los datos de entrada y ajuste dinámicamente la importancia de cada característica. En lugar de depender de mapas de características diseñados manualmente, los Transformers utilizan mecanismos de auto-atención para aprender características directamente de los datos de entrada. Esta capacidad de atención permite a la red adaptarse a d","doc_007_PeerJ_AI_Applications.pdf",1,false,0.55,1,1,1,0,1,0.692,2025-12-03T02:22:44.642Z
Q055,etica_regulacion,avanzado,"¿Qué riesgos presenta la toma de decisiones automatizada sin supervisión humana?","Puede generar decisiones opacas, sesgadas o difíciles de impugnar. La ausencia de supervisión reduce la capacidad de corregir errores y afecta la responsabilidad y transparencia.","La toma de decisiones automatizada sin supervisión humana presenta varios riesgos significativos. Uno de los principales riesgos es el sesgo algorítmico, que puede surgir debido a datos sesgados utilizados para entrenar los modelos de inteligencia artificial. Este sesgo puede llevar a decisiones discriminatorias o injustas, especialmente en áreas como contratación, crédito, justicia penal, entre otros. Por ejemplo, si un algoritmo de contratación se entrena con datos históricos sesgados, puede p","Documento sobre Ética en Inteligencia Artificial, Universidad de Caldas",1,false,0.55,1,1,1,0,0,0.742,2025-12-03T02:22:44.642Z
Q056,aplicaciones,basico,"¿Cómo se emplea la IA en los sistemas de recomendación?","Utiliza algoritmos que analizan el comportamiento del usuario y patrones de consumo para sugerir contenido relevante. Incluye filtrado colaborativo y modelos basados en contenido.","Los sistemas de recomendación son una aplicación común de la Inteligencia Artificial (IA) que utiliza algoritmos para predecir y ofrecer recomendaciones personalizadas a los usuarios. La IA se emplea en los sistemas de recomendación para analizar grandes cantidades de datos sobre preferencias, comportamientos y patrones de los usuarios con el fin de generar recomendaciones relevantes y adaptadas a cada individuo.  En primer lugar, los sistemas de recomendación utilizan técnicas de aprendizaje au","Documento de investigación sobre sistemas de recomendación y IA, Artículo académico sobre el uso de IA en sistemas de recomendación",2,false,0.875,1,1,1,0,1,0.806,2025-12-03T02:22:44.642Z
Q057,conceptos_basicos,intermedio,"¿Qué es un modelo generativo?","Es un tipo de modelo que aprende la distribución de los datos para generar nuevas muestras similares a las originales. Incluye GANs, modelos autoregresivos y difusores.","Un modelo generativo es un tipo de modelo en el campo del aprendizaje automático que tiene la capacidad de generar nuevos datos que son similares a los datos de entrenamiento. Estos modelos aprenden la distribución de probabilidad de los datos de entrada y luego son capaces de generar muestras nuevas que se asemejan a los datos originales. En esencia, un modelo generativo puede crear datos nuevos y realistas a partir de los datos de entrada que ha aprendido.  Existen varios enfoques para la crea","Documento sobre modelos generativos en IA",1,false,0.638,1,0.9,1,0,1,0.708,2025-12-03T02:22:44.642Z
Q058,historia,avanzado,"¿Qué impacto tuvo el 'AI Winter' en la investigación de inteligencia artificial?","Provocó una caída significativa en financiamiento y expectativas debido a resultados decepcionantes. Aun así, motivó líneas más realistas y sentó bases para avances posteriores.","El ""AI Winter"" se refiere a períodos de desilusión y falta de financiamiento en el campo de la inteligencia artificial, que han ocurrido en la historia de esta disciplina. Estos períodos han tenido un impacto significativo en la investigación de inteligencia artificial, ya que han llevado a una disminución en la inversión, el interés y el progreso en el desarrollo de tecnologías de IA.  Durante los períodos de AI Winter, la falta de avances significativos y el incumplimiento de las expectativa","Understanding AI Winters and Summers - Towards Data Science",1,false,0.733,1,1,1,0,1,0.757,2025-12-03T02:22:44.643Z
Q059,ml_clasico,basico,"¿Qué diferencia hay entre clasificación y regresión?","La clasificación predice categorías discretas, mientras que la regresión estima valores numéricos continuos. Representan dos tipos fundamentales de tareas supervisadas.","La clasificación y la regresión son dos tipos de problemas en el campo del aprendizaje automático, pero difieren en su objetivo y en la naturaleza de la variable de salida que se está prediciendo.  En la clasificación, el objetivo es predecir a qué categoría o clase pertenece un dato de entrada. Es decir, se busca asignar una etiqueta o clase a cada instancia de entrada. Por ejemplo, en un problema de clasificación de correos electrónicos, se podría predecir si un correo es spam o no spam. Las s","Introducción al Aprendizaje Automático, Universidad de Caldas",1,false,0.487,1,1,1,0,1,0.67,2025-12-03T02:22:44.643Z
Q060,deep_learning_llms,intermedio,"¿Qué es el fine-tuning en modelos de lenguaje?","Es el proceso de ajustar un modelo preentrenado sobre un conjunto de datos específico para adaptarlo a una tarea concreta. Permite obtener buen desempeño con menos datos y tiempo de entrenamiento.","El fine-tuning en modelos de lenguaje se refiere a un proceso en el que un modelo pre-entrenado se ajusta o se ""sintoniza"" para una tarea específica o dominio de interés. En lugar de entrenar un modelo desde cero, el fine-tuning aprovecha un modelo pre-entrenado en una tarea más general y lo adapta para que sea más efectivo en una tarea más específica.  Durante el fine-tuning, se ajustan los pesos del modelo pre-entrenado utilizando datos específicos de la tarea objetivo. Esto permite que el m","",0,true,0.478,1,0.75,0,0.5,1,0.38,2025-12-03T02:22:44.643Z


--- RESUMEN GLOBAL ---
Total Preguntas,60
Modelo,gpt-3.5-turbo
Score Global,0.597
Tasa Alucinacion %,22.8
Porcentaje Con Citas,53.33
IFA,0.619
Aprobado,false
